"2018-12-12 12:57:55 [main] INFO  com.vsoft.app.Service - Starting Service on RSUNKA-PC with PID 9188 (D:\EXECUTVE_DASH_BOARD\spring-boot-security-jwt-db\target\classes started by dkommi in D:\EXECUTVE_DASH_BOARD\spring-boot-security-jwt-db)
""2018-12-12 13:03:31 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@a691d3, org.springframework.security.web.context.SecurityContextPersistenceFilter@d9aec8, org.springframework.security.web.header.HeaderWriterFilter@e8dcd3, org.springframework.web.filter.CorsFilter@17eb543, org.springframework.security.web.authentication.logout.LogoutFilter@1ac845a, com.vsoft.app.security.jwt.JwtAuthTokenFilter@dbcc13, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@118c7f8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@144655b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@195d13c, org.springframework.security.web.session.SessionManagementFilter@fbc8e8, org.springframework.security.web.access.ExceptionTranslationFilter@16802b0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1fd69dd]
""2018-12-12 13:03:31 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@eaa59a: startup date [Wed Dec 12 13:03:23 IST 2018]; root of context hierarchy
""2018-12-12 13:03:32 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2018-12-12 13:03:32 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
""2018-12-12 13:03:32 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
""2018-12-12 13:03:32 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 1111 (http) with context path ''
""2018-12-12 13:03:32 [main] INFO  com.vsoft.app.Service - Started Service in 10.154 seconds (JVM running for 12.908)
""2018-12-12 13:05:35 [http-nio-1111-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2018-12-12 13:05:35 [http-nio-1111-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
""2018-12-12 13:05:35 [http-nio-1111-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 29 ms
""2018-12-12 13:05:35 [http-nio-1111-exec-1] ERROR c.v.a.security.jwt.JwtAuthEntryPoint - Unauthorized error. Message - Full authentication is required to access this resource
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@eaa59a: startup date [Wed Dec 12 13:03:23 IST 2018]; root of context hierarchy
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2018-12-12 13:06:16 [RMI TCP Connection(2)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
"
